,created_at,name,text,followers_count,verified,retweet_count,favorite_count
4388,Wed,Steve Zeitchik,What Does Bitcoin s Rally Failure Mean blockchain bitcoin,30379,False,0,0
4389,Tue,ETHEREUM.ORG,RT BTC Markets Update Major Symmetrical Triangle Set to Break Bitcoin,67,False,37,0
4390,Mon,Warren Buffett,RT Bitcoin is going to make a BIG break up or down soon Here s what to do Buy a little bit now at 7 600 Buy a little,26939,False,18,0
4391,Sun,Danny Kass,Inside the Sprawling Ongoing Vote That Will Decide When Launches cryptocurrency EOS Blockchain,974,False,0,0
4392,Sat,Saul Theis.,RT Ready for the Blockchain World Conference Book your tickets now and don t miss the chance to be part of the biggest even,292,False,58,0
4393,Fri,ETHEREUM.ORG,RT Cryptocurrencies Not a Risk to Stability Russian Study Concludes Bitcoin,67,False,66,0
4394,Thu,bigwolb,RT Nasdaq DigiByte is one of the 20 Cryptocurrencies to Bet the House On Nasdaq DigiByte blockchain bitcoin Crypto https,206,False,4,0
4395,Wed,Frank Ferrer,RT BTC Current price of Bitcoin is 7646 45 bitcoin More on CryptoPress,351,False,3,0
4396,Tue,bitbookin,RT What s next for Bitcoin,2203,False,21,0
4397,Mon,Mathijs,RT Excellent Domain Name looking for Genuine buyer only Hurry buy it now before someone else does,169,False,2,0
4398,Sun,ETHEREUM.ORG,RT supports freedom of speech Join the open and free community discussion at Bitc,67,False,18,0
4399,Sat,ETHEREUM.ORG,RT Switzerland Shows the Way Bank First to Offer Crypto Business Accounts Bitcoin,67,False,209,0
4400,Fri,Mathijs,RT Overall presents a solid project one that deserves attention from investors Cryptocoin News review o,169,False,1,0
4401,Thu,valentin,RT Switzerland Shows the Way Bank First to Offer Crypto Business Accounts Bitcoin,317,False,209,0
4402,Wed,Wolf of All STREETZ,RT The Bitcoin Landscape via bitcoin BTC blockchain Mining Service,8986,False,70,0
4403,Tue,Fixed Matches Expand 24/7,Dreams don t work unless you do Just join us and u will be happy fixedmatches INPLAY bodava,7630,False,3,5
4404,Mon,Mathijs,RT RECEIVE 111 111 ADVERT TOKENS IN OUR FIRST EVER AIRDROP airdrop bounty freetoken bitcoin,169,False,6,0
4405,Sun,Crypto_Exchanges,GET 10 discount on BitMEX for 6 months and win FREE NEO HERE BitMEX Leverage,3172,False,0,0
4406,Sat,CGrbz,RT GAME X 200 000 000 GMX AIRDROP CONDITION FOLLOW RETWEET LIKE COMMENT YOUR ERC 20 eth btcm crypto payment topbtc,490,False,58,0
4407,Fri,Mathijs,RT RobotSay Buy VIA Price 0 00021718 NEWS Crypto Bitcoin Etherium Ripple BTC ETH LTC XRP ICO,169,False,1,0
4408,Thu,ETHEREUM.ORG,RT PR How Edgar Allan Poe Inspired a Composer to Build Qravity a Blockchain Platform for Creatives Bitc,67,False,21,0
4409,Wed,Ace Boogie,RT Let s be honest 99 of us wouldn t give two shits about the financial sector if it wasn t for bitcoin,2931,False,49,0
4410,Tue,MAJOR LEE BLUNT,RT Switzerland Shows the Way Bank First to Offer Crypto Business Accounts Bitcoin,1457,False,209,0
4411,Mon,ETHEREUM.ORG,RT Six Major Banks in Chile Sued by Another Cryptocurrency Exchange Bitcoin,67,False,51,0
4412,Sun,ETHEREUM.ORG,RT Bitcoin in Brief Friday Bitpanda Offers New Coins Microsoft Dips Data Center in the Sea Bitcoin https,67,False,26,0
4413,Sat,ETHEREUM.ORG,RT Three Luxury Apartments Sold for 420 BTC in the Coastal Region of Montenegro Bitcoin,67,False,82,0
4414,Fri,Domain 10K,Excellent Domain Name looking for Genuine buyer only Hurry buy it now before someone els,787,False,2,1
4415,Thu,Crypto Airdrops,RT Bitcoin Satoshi Earn Money cryptocurrency blockchain Airdrop New Airdrop Aelf Aelf giving away 1000 coins ever,421,False,5,0
4416,Wed,Chris Lopez,RT When at among a thousand other liberty lovers buying free market bacon with bitcoin while op,488,False,7,0
4417,Tue,vhenialmis,RT Thrilled to have found the best token conversion solution in partnership with Bancor thank you Crypto Blockchain SWAC,3231,False,1,0
4418,Mon,ASHA,Overall presents a solid project one that deserves attention from investors Cryptocoin News r,3946,False,1,2
4419,Sun,Advert Token,RECEIVE 111 111 ADVERT TOKENS IN OUR FIRST EVER AIRDROP airdrop bounty freetoken,354,False,6,4
4420,Sat,ETHEREUM.ORG,RT PR EO Obtains Licenses for Crypto Fiat Exchange and Wallet as Its Initial Coin Sale Continues Bitcoin,67,False,15,0
4421,Fri,Free Crypto Trading Signal Robot,RobotSay Buy VIA Price 0 00021718 NEWS Crypto Bitcoin Etherium Ripple BTC ETH LTC XRP,232,False,1,1
4422,Thu,ETHEREUM.ORG,RT Bitcoin Cash Roundup New Apps Announcements and Developments Bitcoin,67,False,18,0
4423,Wed,FiatisShiat⚡️,Bitcoin BTC BTC energy consupmtion vs fiat Case closed,410,False,0,0
4424,Tue,ETHEREUM.ORG,RT Apple s App Store Revises Cryptocurrency App Rules Bitcoin,67,False,57,0
4425,Mon,Douglas 3D,RT Annual Economic Costs Banking 1 870B Gold Mining 105B Banking Electricity 63 8B Gold Recycling 40B Paper,2205,False,838,0
4426,Sun,vhenialmis,Thrilled to have found the best token conversion solution in partnership with Bancor thank you Crypto,3231,False,1,4
4427,Sat,Dr. Kash Sirinanda,Google bans AI for weapon use AI IoT digital Robotics Robot DigitalTransformation future technology,2792,False,1,0
4428,Fri,B  O  E,RT When bitcoin was 1 000 people dreamt of 7 000 BTC When bitcoin was 15 000 people dreamt of buying 7 000 BTC Now we,227,False,147,0
4429,Thu,VVIP,RT In 2017 last year BTC went from around 972 to 20 000 with most of the increase happening from July What will the next 6 mon,53259,False,1,0
4430,Wed,Milosz Labinski,RT Official release of Whitepaper 2 0 Nullex Whitepaper crypto Cryptocurrency Altcoins Bitcoin,32,False,16,0
4431,Tue,Emeka John,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,17,False,2364,0
4432,Mon,Arj,RT Invest in Bitcoin I built a cryptocurrency factory in my bedroom instead Security Inf,1550,False,2,0
4433,Sun,Taylor Pearson,RT Bitcoin is by far the most energy efficient monetary system we ve ever designed,15123,True,571,0
4434,Sat,Master Mining,Fastcoin Emerald GameCredits VERGE Nyancoin NYC Bitbar Zetacoin PRUX TAGCOIN Bitcoin Belacoin BTC,23642,False,0,0
4435,Fri,copytrader.co,Register Now amp Get Your Bitcoin Balance Automatically Pumped Up Automated Social Trading,68440,False,0,0
4436,Thu,mike Bliss,RT Official release of Whitepaper 2 0 Nullex Whitepaper crypto Cryptocurrency Altcoins Bitcoin,76,False,16,0
4437,Wed,"SNFB, Inc.",Social Media Marketing is the current trends and we are over 1 million strong ad wsj,183609,False,0,0
4438,Tue,Max Keiser,Follow the hashrate The hashrate keeps going higher Price always follows hashrate Every currency in,224383,False,3,50
4439,Mon,Sarang Burung Berjuta Manfaat,RT Mine With Your Browser This is a new breakthrough in online Bitcoin mining Simply mine with your browser on any compute,120,False,117,0
4440,Sun,Milosz Labinski,RT Official release of Whitepaper 2 0 Nullex Whitepaper crypto Cryptocurrency Altcoins Bitc,32,False,8,0
4441,Sat,vhenialmis,RT we hope you are recognized for the excellent work you are doing bringing thank you Crypto Blockchain SWACE SWAcoin d,3231,False,1,0
4442,Fri,meteor78,RT The Beta version of Qurrex amazing trading platform is already online at TokenSale bitcoin crypto,3058,False,184,0
4443,Thu,Willy Amos,RT Waves World Token Faucet is live Claim 10 tokens per day Cryptocurrency giveaway altco,0,False,15,0
4444,Wed,Ivan Anwar,RT Paymaz ecosystem will have a crypto exchange a universal wallet B2B and B2C payment gateways and a strong POS network to he,1006,False,222,0
4445,Tue,CryptoGnome,RT 1 Million DENT users achieved 3 weeks before the deadline on our Roadmap Thank you for your support during our first year fo,29,False,227,0
4446,Mon,vhenialmis,Crypto Blockchain SWACE,3231,False,1,3
4447,Sun,Willy Amos,RT Airdrop ICO Waves World Marketplace Token will give up to 10000 tokens to each waves Addre,0,False,11,0
4448,Sat,gail simmons,RT Telegram and EOS Lead as ICOs Raise Twice the Amount Raised in 2017 newsoftheweek Bitcoin,15781,False,2,0
4449,Fri,Bitcoin Price,Bitcoin BTC Dollar 7658 74 1 Bitcoin Cash BCH Dollar 1 125 99 1 Ethereum ETH Dollar 601 5,3252,False,0,0
4450,Thu,Michael Moll,RT reitium RT reitium 30 Million Crypto Startup Fund Launched By Mobile Game Maker CoinDesk,710,False,0,0
4451,Wed,Reinforce Lab,RT 10 Best Blockchain Courses Training and Certifications Online 2018 Blockchain security Cry,5027,False,9,0
4452,Tue,Alexander Davi,RT Blockchain Bitcoin and You at NS3 in Detroit was excellent Thanks to John Heck Piper Moretti Matt Einheber for gr,355,False,4,0
4453,Mon,Reinforce Lab,RT 17 Best IT Training amp Certification Courses AI BI Analytics IoT IIoT Amazon AWS tech,5027,False,16,0
4454,Sun,Remi Vee 🛡️,Telegram and EOS Lead as ICOs Raise Twice the Amount Raised in 2017 newsoftheweek,151028,False,2,1
4455,Sat,aWebAnalysis,Bitcoin BTC Current Price 7 656 620 1 Hour 0 03 24 Hours 0 12 7 Days 2 32 btc bitcoin,974,False,0,0
4456,Fri,Ohio Bitcoin,Check Out The Losers Of CryptoCurrency Today bitcoin hodl bitcoin bitcoinprice BTCtoUSD btcprice,20089,False,0,0
4457,Thu,Crypto Duranii,RT Let s be honest 99 of us wouldn t give two shits about the financial sector if it wasn t for bitcoin,144,False,49,0
4458,Wed,Константин Кочегаров,RT Exciting Lightning Network update we just made our first multi hop BTG LightningNetwork payment in the test environmen,28,False,155,0
4459,Tue,kefa asakila,WINIota s future prospects for success are excellent WINiota Iota Crypto Blockchain ether ethereum bitcoin,1528,False,0,0
4460,Mon,Crypto Airdrops,RT Bitcoin Satoshi Earn Money cryptocurrency blockchain Airdrop New Airdrop NeoChain NeoChain is airdroping 500 T,421,False,3,0
4461,Sun,Abdullah Al Mamun,RT The market for cyber security systems is one of the largest in 21st century The main aim for antivirus software segment,419,False,2165,0
4462,Sat,Chigozie Damian Isaac,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,32,False,2364,0
4463,Fri,Andy Hoffman (#HODLBTC),RT Annual Economic Costs Banking 1 870B Gold Mining 105B Banking Electricity 63 8B Gold Recycling 40B Paper,13278,False,838,0
4464,Thu,AlienWithBTC - #TraXionICO,Learn about the OS UNIVERSITY HERE OSUni TokenSale ICO bitcoin eth education,7400,False,0,0
4465,Wed,Rubén Nuñez,RT Annual Economic Costs Banking 1 870B Gold Mining 105B Banking Electricity 63 8B Gold Recycling 40B Paper,262,False,838,0
4466,Tue,Afolayan Olayemi,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,213,False,2364,0
4467,Mon,Nkgoge Lerama! ™,RT Annual Economic Costs Banking 1 870B Gold Mining 105B Banking Electricity 63 8B Gold Recycling 40B Paper,3641,False,838,0
4468,Sun,moniraeshop,RT We are airdropping 100 LightningNet LNET Follow us join our telegram and retweet this t,126,False,7445,0
4469,Sat,Tortsch-Man [LTC],RT Bitcoin trading in Venezuela is skyrocketing amid 14 000 inflation,232,False,2,0
4470,Fri,IAmCryptoKing,RT They keep telling me You need to diversify your investments I tell them I am I have five hardware wallets wit,967,False,28,0
4471,Thu,Big_Boy (20K  LTC),RT We did it 2 Atomic Swap on Lightning between BTC amp LTC Kudos to from pioneering this Who is 3,2444,False,408,0
4472,Wed,Jamal uddin,RT 444Million Token Airdrop Starts Join Now Airdrop freetoken freecoin erc20 ethereum eth eth,1098,False,2277,0
4473,Tue,Level 5 Domains,Join Level 5 and be part of the crypto revolution Benefit with a 70 DISCOUNT You can set up your website by us,1953,False,0,1
4474,Mon,Joseph Johns-OLXAcoin.com,RT SprintX accommodates the development of new ICOs and provides complete access to different well planned and executed dig,2266,False,632,0
4475,Sun,cryptoline News,CFTC commissioner says cryptos are going nowhere via,373,False,0,2
4476,Sat,Joseph Johns-OLXAcoin.com,RT HappyMonday From everyone at SprintX we want to wish YOU an excellent week full of achievements and opportunities in,2266,False,742,0
4477,Fri,Joseph Johns-OLXAcoin.com,RT We leave you some MondayMotivation to help you get through the day Remember that with SprintX you can turn all your,2266,False,994,0
4478,Thu,Recentpoker.com,Early Poker Tournament Strategy Many poker players first exposure to poker comes from watching World Series of Pok,18443,False,0,0
4479,Wed,tet,RT I will choose 20 random followers to win 0 2 ETH Please 1 FOLLOW 2 LIKE AND RETWEET 3 Comment your ETH address aird,14,False,68,0
4480,Tue,BullFan2016,RT TFTCS RT ICO Today Indonesia will lift all restrictions on the turnover of cryptocurrencies More info,6748,False,0,0
4481,Mon,M Bueno,RT We have1300 Token holders Get yours now WIN 1 MILLION BITCOIN COMMENT A SITE NAME THAT CAN BE USED AS OUR OFFICIAL SI,434,False,112,0
4482,Sun,SVICIDALBANKER,A Call to Arms for the BCH Community Bitcoin Ethereum Blockchain Trading,11360,False,0,0
4483,Sat,Crypto Rebel,FACT Bitcoin BTC Crypto Cryptocurrency Blockchain,216,False,0,1
4484,Fri,Stephan Best,BetterHash Proposal Seeks to Decentralize Bitcoin Mining Cryptocurrency,545,False,0,0
4485,Thu,CoinTrendz.com,Pump Alert CRPT USDT on hitbtc Price increase 6 39 Volume 127 97 CRPT USDT,11568,False,0,0
4486,Wed,ArabCryptin,RT Buy cryptocurrency with Fiat Transact directly with the Wallet Reduce the transaction time as well as the cost by,2510,False,225,0
4487,Tue,Iloh Kelechi,RT 444Million Token Airdrop Starts Join Now Airdrop freetoken freecoin erc20 ethereum eth eth,274,False,2287,0
4488,Mon,Rok Nemo,RT BTCUSD 7 month long consolidation soon coming to an end Every dip since October 2017 bounced off a higher low Expe,31,False,978,0
4489,Sun,AlienWithBTC - #TraXionICO,The ARAW token ecosystem is great JOIN ARAW arawtoken icosale ecommerce payment ether ethereum bitcoin,7400,False,0,0
4490,Sat,Erica Meyer,RT Blockchain Bitcoin and You at NS3 in Detroit was excellent Thanks to John Heck Piper Moretti Matt Einheber for gr,676,False,4,0
4491,Fri,Noah Ruderman ⚡,Joke We like blockchain just not bitcoin Woke We like ripple just not xrp,6008,False,1,9
4492,Thu,Jamal uddin,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,1097,False,2376,0
4493,Wed,Rok Nemo,RT Fundamentals are strong Hashrate ATH Segwit adoption ATH Fees lowest ever Lightning network exploding,31,False,347,0
4494,Tue,Thomas Park,RT reitium RT reitium 30 Million Crypto Startup Fund Launched By Mobile Game Maker CoinDesk,308,False,0,0
4495,Mon,Pirl.io,RT Interested in crypto and Bitcoin Check out Pirl PIRL A micro cap project with a big cap mentality Pay,5765,False,3,0
4496,Sun,TopFiveTradersCS,RT ICO Today Indonesia will lift all restrictions on the turnover of cryptocurrencies More info,6628,False,0,0
4497,Sat,Iloh Kelechi,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,274,False,2376,0
4498,Fri,Sandeep Shenoy,Invest in Bitcoin I built a cryptocurrency factory in my bedroom instead,2431,False,2,0
4499,Thu,Larry 'Coiny' Evans,RT JamieDimon Says beware of Bitcoin That s JamieDimon CEO of Wall Street investmentbank J P Morgan Chase who spoke,19059,False,2,0
4500,Wed,Emily Smith,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,12,False,2376,0
4501,Tue,Дмитрий Задков,RT Transforming the global container shipping industry Join the Blockshipping ICO today CCC B,2335,False,88,0
4502,Mon,Wad Up Cryp,RT BTC 4 hour chart Dipped down to the 78 6 retrace today and put in a very nice Bullish Engulfing candlestick right off it,4223,False,6,0
4503,Sun,Muhamad Arifin,RT Read more at blockchain btc crypto cryptocurrency bitcoin ICO Ethereum IoT altcoin ETH,1014,False,285,0
4504,Sat,Marvin Stone,Blockchain Bitcoin and You at NS3 in Detroit was excellent Thanks to John Heck Piper Moretti Matt Einheber,51720,False,4,9
4505,Fri,crypto caterpiller,RT Let s be honest 99 of us wouldn t give two shits about the financial sector if it wasn t for bitcoin,67,False,50,0
4506,Thu,Muhamad Arifin,RT Read more about at blockchain btc crypto cryptocurrency bitcoin ICO Ethereum altcoin ETH,1014,False,284,0
4507,Wed,De_Miro,RT In less than 3 days the Storeplex Pre ICO will be live There s a 100 bonus for early investors so make sure you re a p,12,False,46,0
4508,Tue,Doreen Moore,RT Bitcoin is going to make a BIG break up or down soon Here s what to do Buy a little bit now at 7 600 Buy a little,133,False,18,0
4509,Mon,MN_Sidiks -follback?,For More Information ICO Visit Website and Bounty,10505,False,0,0
4510,Sun,Muhamad Arifin,RT Read more finance blockchain cryptocurrency crowdfunding ICO crypto blockchain btc crypt,1014,False,285,0
4511,Sat,Юрий Ким,RT We are building A Big Crypto Distribution Platform ABCDE and our GIVE airdrop is live cr,15,False,264,0
4512,Fri,Felipe R L,RT Let there be thousands of more Hearns in the future NeverForget Bitcoin,171,False,16,0
4513,Thu,Jerome,RT Get an All in One payment solution with POS terminals and cut costs by up to 200 cryptocurrency bitcoin blockcha,27,False,723,0
4514,Wed,Crypto Airdrops,RT Bitcoin cryptocurrency Airdrop New Airdrop GLOBATALENT GLOBATALENT Decentralized Sport Platform 155 GBT 1,421,False,3,0
4515,Tue,Okeke Augustine C,RT 444Million Token Airdrop Starts Join Now Airdrop freetoken freecoin erc20 ethereum eth eth,89,False,2287,0
4516,Mon,Adeyemi Adedayo,RT While gamers may not struggle to find games to play their role in the market goes unrewarded We are going to change,1439,False,27,0
4517,Sun,Mihai@Strim.me,RT With this proposal miners choose the transactions to be placed in the bitcoin blocks they re building rather than the mi,145,False,141,0
4518,Sat,lantom58899,RT Connecting with investors and our community in Singapore at the World Blockchain Forum ETH bitcoin Crypto privateequity,5,False,70,0
4519,Fri,Milton™,RT Our very own Anant Handa Co Founder and CSO sat down with to discuss what we are doing at mandala to dri,2242,False,24,0
4520,Thu,gledson,RT Take your place among the worlds biggest cryptocurrency investors here in Sign up now and get,1631,False,2847,0
4521,Wed,lantom58899,RT Check out our new airdrop campaign We re giving a total of 3000 PO8 24 per user,5,False,1316,0
4522,Tue,ornel,RT This ICO pools scammed investors for 2600 ETH Crypto Society ICO pool funding House Crypto Well done you bastards do no,0,False,199,0
4523,Mon,Adeyemi Adedayo,RT We want to transform the industry into a meritocracy where visionaries thrive even if they at first lack extensive b,1439,False,39,0
4524,Sun,Wad Up Cryp,RT BTC Daily CME futures chart Futures are now closed and it closed at 7640 so keep that number in the back of your head f,4223,False,5,0
4525,Sat,Jean-Pierre Buntinx,EOS Mainnet Launch Is Pushed Back Again bitcoin blockchain crypto news,6277,False,0,0
4526,Fri,Big Sexy [#HODL],RT They keep telling me You need to diversify your investments I tell them I am I have five hardware wallets wit,51,False,29,0
4527,Thu,Ajuoga,RT Annual Economic Costs Banking 1 870B Gold Mining 105B Banking Electricity 63 8B Gold Recycling 40B Paper,90,False,842,0
4528,Wed,Zé Dias,RT A Multi Trillion Dollar market needs solid foundation to get built Crypto market being based on Bitcoin which is one,110,False,12,0
4529,Tue,B  O  E,RT Price Prediction 2022 Bitcoin 1 500 000 Litecoin 250 000 Ethereum 200 000 EOS 150 000 Cardano 1 000 Rippl,227,False,65,0
4530,Mon,Danny,RT Official release of Whitepaper 2 0 Nullex Whitepaper crypto Cryptocurrency Altcoins Bitcoin,210,False,16,0
4531,Sun,Sexy diva,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,55,False,2376,0
4532,Sat,Oladipupo Abolade.,RT Wanna earn 50 000 Tokens 1 Follow us 2 Retweet amp Like ALL posts 3 Comment your ETH Address ERC 20 4 Fill the fo,1210,False,84,0
4533,Fri,Dinos Koud,RT You could throw all the bitcoin amp litecoin mining power in the world at once at the DigiByte blockchain and DigiShield,29,False,97,0
4534,Thu,🚩JIXSA 🚩,RT When I started buying Bitcoin at 3 in 2011 told me to wait She was right She started buying at 1,1223,False,28,0
4535,Wed,Blocktrak,RT A Multi Trillion Dollar market needs solid foundation to get built Crypto market being based on Bitcoin which is one,328,False,12,0
4536,Tue,CryptoNerds!,RT BTCUSD 7 month long consolidation soon coming to an end Every dip since October 2017 bounced off a higher low Expe,2246,False,978,0
4537,Mon,Altcoinjules,RT Our very own Anant Handa Co Founder and CSO sat down with to discuss what we are doing at mandala to dri,4375,False,24,0
4538,Sun,B  O  E,RT When we launch we will offer the following currencies on the exchange Bitcoin Ripple Litecoin Ethereum BCH EOS,227,False,314,0
4539,Sat,Татьяна Скиба,RT The VEIAG 3 000 000 Bounty Program is finally here Sign up here bitcointalk bountyprogram,4219,False,187,0
4540,Fri,Adeyemi Adedayo,RT Unfortunately centralized platforms like the App and Google Play store monopolize the lionshare of the market s audie,1439,False,31,0
4541,Thu,bob del,RT We are airdropping 100 LightningNet LNET Follow us join our telegram and retweet this t,318,False,7443,0
4542,Wed,Emescolala Davidson,RT 444Million Token Airdrop Starts Join Now Airdrop freetoken freecoin erc20 ethereum eth eth,282,False,2287,0
4543,Tue,Robert Almeida. ロバート,RT Annual Economic Costs Banking 1 870B Gold Mining 105B Banking Electricity 63 8B Gold Recycling 40B Paper,59,False,842,0
4544,Mon,DT,Double your coins at Casino Join for 5 BTC bonus bet blackjack bitcoin casino BCH,561,False,0,0
4545,Sun,Zgred Marsden 🇵🇱 💯,RT Annual Economic Costs Banking 1 870B Gold Mining 105B Banking Electricity 63 8B Gold Recycling 40B Paper,86,False,842,0
4546,Sat,Ramiro Ocampo,RT We are nearly at 40 full time employees We are missing a few members in the picture yet we thought you may enjoy an,316,False,7,0
4547,Fri,ied7enk,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,29,False,2376,0
4548,Thu,yemekyapmak,Bitcoin Ethereum Ripple Drop 3 in 9 Billion Crypto Market Retreat,25,False,0,0
4549,Wed,Ievgen,RT Remember that SwitchX will be part of the SprintX ecosystem The best Exchange to trade your tokens with other coins,5190,False,1188,0
4550,Tue,mahmoud menshawy,Mellow Ads Simple bitcoin advertising Claim your free advertising credit now bitcoin advertising,77,False,0,0
4551,Mon,Cody,RT They keep telling me You need to diversify your investments I tell them I am I have five hardware wallets wit,18,False,29,0
4552,Sun,Coinsland,Susquehanna Is Opening crypto Trading Starting with BTC Futures cryptocurrency cryptocurrencynews bitcoin,83,False,0,2
4553,Sat,Coinsland,Vietnam Proposes Import Ban on Bitcoin Mining Equipment cryptocurrency cryptocurrencynews bitcoin ethereum,83,False,0,2
4554,Fri,Coinsland,Japan s GMO Unveils Specs and Price of 7nm Bitcoin Mining Rigs cryptocurrency cryptocurrencynews bitcoin,83,False,0,2
4555,Thu,dyno.io,RT I will choose 17 random followers to win 0 17 ETH Please 1 FOLLOW 2 LIKE AND RETWEET 3 Join our Telegram chat h,41,False,51,0
4556,Wed,dyno.io,RT I will choose 20 random followers to win 0 2 ETH Please 1 FOLLOW 2 LIKE AND RETWEET 3 Comment your ETH address aird,41,False,69,0
4557,Tue,Ivan T (Darwinist Capitalist),RT When bitcoin was 1 000 people dreamt of 7 000 BTC When bitcoin was 15 000 people dreamt of buying 7 000 BTC Now we,169,False,149,0
4558,Mon,Crypto Airdrops,RT Bitcoin Satoshi cryptocurrency blockchain Airdrop New Airdrop IQB Intelligence Quotient Benefit Chain 300 IQB,421,False,2,0
4559,Sun,dyno.io,RT Happy Friday and enjoy the weekend 1 ETH 100000 PKG Contract address 0x02f2d4a04e6e01,41,False,6,0
4560,Sat,Emescolala Davidson,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,282,False,2376,0
4561,Fri,Mustafa,RT We are airdropping 100 LightningNet LNET Follow us join our telegram and retweet this t,23,False,7443,0
4562,Thu,CryptoHomeless,RT Official release of Whitepaper 2 0 Nullex Whitepaper crypto Cryptocurrency Altcoins Bitc,27,False,8,0
4563,Wed,CARIBBEANCRYPTO,RT 1 Million DENT users achieved 3 weeks before the deadline on our Roadmap Thank you for your support during our first year fo,259,False,227,0
4564,Tue,Stuxnet,The deliberate intention and creation in this manifesto is worth observing BTC BTC bitcoin by Craig Wright,1265,False,1,2
4565,Mon,Диана Абрамова,RT Cryptcurrency bitcoin ethereum Ripple ICOs cryptocurrency,6,False,29,0
4566,Sun,enesbalcı,RT BitMartVoteforYourCoin Help to list HYDRO on without a listing fee by visiting https,3,False,632,0
4567,Sat,Tomas Shelby,Buy this coin in Binance right now Possible profit TA Use mah reflink please THAN,60762,False,0,0
4568,Fri,Pr Tweets Now,Infinity Futures has a Free Demo Account wsj nytimes reuters bloomberg,32728,False,0,0
4569,Thu,maxis baron,RT The AllStocks exchange platform will allow buying selling cryptocurrencies such as Bitcoin Ethereum Ripple and Li,2679,False,177,0
4570,Wed,Marraud des Grottes,RT Following a 10 month investigation by its cybercrime unit a South Korean police department confirmed it would recommend p,2111,False,2,0
4571,Tue,John,RT I will choose 20 random followers to win 0 2 ETH Please 1 FOLLOW 2 LIKE AND RETWEET 3 Comment your ETH address aird,60,False,69,0
4572,Mon,#XVG# [☇50K_BTC☇] KryptoMarv #HODL,RT When bitcoin was 1 000 people dreamt of 7 000 BTC When bitcoin was 15 000 people dreamt of buying 7 000 BTC Now we,718,False,149,0
4573,Sun,Jimmy Jones,RT Official release of Whitepaper 2 0 Nullex Whitepaper crypto Cryptocurrency Altcoins Bitcoin,262,False,16,0
4574,Sat,Bitcoin cash trumps BCH [BCH/BCC/XBC],RT More people need to read the Bitcoin whitepaper So I got this idea to put the first part of the white paper into a Star War,3196,False,3,0
4575,Fri,NG,RT Annual Economic Costs Banking 1 870B Gold Mining 105B Banking Electricity 63 8B Gold Recycling 40B Paper,113,False,842,0
4576,Thu,Ricardo Gonçalves,RT A Multi Trillion Dollar market needs solid foundation to get built Crypto market being based on Bitcoin which is one,261,False,12,0
4577,Wed,Asch22,Test your crypto trading skills with weekly contest crypto bitcoin,0,False,0,0
4578,Tue,PWI Photography,RT Autobayers the future is here PORSCHE Mission E Will it be available next year in Autobay eth ethereum Thursday bt,12839,False,183,0
4579,Mon,crypto. plankton,RT Let s be honest 99 of us wouldn t give two shits about the financial sector if it wasn t for bitcoin,65,False,50,0
4580,Sun,The Currency Analytics,New post Addiction Treatment Center for Trading Crypto Opens in Scotland cryptocurrency,27,False,0,0
4581,Sat,Dmitry Vorobjov,RT We are airdropping 100 LightningNet LNET Follow us join our telegram and retweet this t,19,False,7443,0
4582,Fri,NulleX,Official release of Whitepaper 2 0 Nullex Whitepaper crypto Cryptocurrency Altcoins,7242,False,8,17
4583,Thu,Coinatory,Mysterious Bitcoin Whale holds 94 000 BTC coinatory CryptoExchange HODLer News,1214,False,0,3
4584,Wed,Thomas L. McLaughlin,RT Bitcoin is by far the most energy efficient monetary system we ve ever designed,9165,False,571,0
4585,Tue,lantom58899,RT Happy Friday and enjoy the weekend 1 ETH 100000 PKG Contract address 0x02f2d4a04e6e01,5,False,6,0
4586,Mon,ADRIAN AGUILAR,RT Domain Name 4 Sale Offers to yeadomain Domains Portfolio in Google D,2538,False,5,0
4587,Sun,Omole Oluwaseye,RT I will choose 17 random followers to win 0 17 ETH Please 1 FOLLOW 2 LIKE AND RETWEET 3 Join our Telegram chat h,209,False,51,0
4588,Sat,Okeke Augustine C,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,89,False,2376,0
